Rank,PlayerID,Name,Team,Position,Week,Opponent,PassingCompletions,PassingAttempts,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingRating,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,FantasyPoints
216,50043030,JT Daniels,GA,QB,1,CLMSN,22,30,73.3,135,4.5,0,1,68.06,2,-8,-4,0,2.6
217,50001012,McKenzie Milton,FLST,QB,1,ND,5,7,71.4,48,6.9,0,0,90.18,3,6,2,0,2.52
218,50048870,Darius Perrantes,DUQ,QB,1,TCU,3,9,33.3,76,8.4,0,0,65.05,1,-7,-7,0,2.34
219,50036217,Cade Fortin,SFL,QB,1,NCST,7,20,35,41,2,0,1,22.92,5,23,4.6,0,1.94
220,50068416,Justin Lynch,TEMPL,QB,1,RUTGER,0,3,0,0,0,0,1,0,6,39,6.5,0,1.9
221,50036932,Austin Aune,NTX,QB,1,NWST,2,5,40,51,10.2,0,0,77.92,1,-2,-2,0,1.84
222,50046177,Davis Beville,PITT,QB,1,UMASS,2,3,66.7,45,15,0,0,109.72,0,0,0,0,1.8
223,50054696,Tyler Van Dyke,MIA,QB,1,ALA,0,1,0,0,0,0,0,39.58,3,17,5.7,0,1.7
224,50019989,Armani Rogers,OHIO,QB,1,SYRA,1,2,50,32,16,0,0,95.83,1,5,5,0,1.68
225,50048369,Chandler Rogers,LAMON,QB,1,UK,2,3,66.7,14,4.7,0,0,77.08,7,11,1.6,0,1.66
226,50029904,Grant Breneman,COLG,QB,1,BOSCOL,9,16,56.2,77,4.8,0,2,29.43,11,25,2.3,0,1.58
226,50046609,Maasai Maynor,NAVY,QB,1,MARSH,2,6,33.3,27,4.5,0,0,48.61,3,5,1.7,0,1.58
226,50046686,Weston Eget,NMXST,QB,1,UTEP,1,9,11.1,7,0.8,0,0,39.58,3,13,4.3,0,1.58
229,50046581,Trenton Bourguet,ARZST,QB,1,SUTAH,3,5,60,38,7.6,0,0,83.75,0,0,0,0,1.52
230,50029097,Rhett Rodriguez,LAMON,QB,1,UK,9,17,52.9,56,3.3,0,0,59.93,9,-8,-0.9,0,1.44
231,50055487,Natano Woods,SJST,QB,1,SUTAH,2,3,66.7,16,5.3,0,0,79.86,2,7,3.5,0,1.34
231,50046005,Jack Zergiotis,UCONN,QB,1,FREST,12,24,50,61,2.5,0,0,56.25,6,-11,-1.8,0,1.34
233,50064841,Grayson James,FLINT,QB,1,LIUB,1,2,50,10,5,0,0,64.58,2,9,4.5,0,1.3
233,50056387,Mike Diliello,MTNST,QB,1,MONM,0,0,0,0,0,0,0,0,2,13,6.5,0,1.3
235,50046246,Jarrett Guest,COAST,QB,1,CITA,2,2,100,32,16,0,0,118.75,0,0,0,0,1.28
236,50011332,Sam Noyer,OREGST,QB,1,PUR,10,21,47.6,94,4.5,0,1,40.58,1,-5,-5,0,1.26
237,50043315,Matthew Downing,TCU,QB,1,DUQ,3,4,75,26,6.5,0,0,91.67,1,2,2,0,1.24
238,50008015,Kato Nelson,AKRON,QB,1,AUBRN,9,14,64.3,62,4.4,0,0,74.11,11,-13,-1.2,0,1.18
239,50046623,Garrett Shrader,SYRA,QB,1,OHIO,1,1,100,8,8,0,0,100,1,8,8,0,1.12
240,50056977,Dan Villari,MICH,QB,1,WMICH,0,0,0,0,0,0,0,0,3,11,3.7,0,1.1
240,50063491,Sam Jackson,TCU,QB,1,DUQ,0,0,0,0,0,0,0,0,2,11,5.5,0,1.1
242,50054452,Beau Allen,UK,QB,1,LAMON,4,7,57.1,52,7.4,0,0,80.65,1,-10,-10,0,1.08
243,50039324,Tyler Skidmore,SUTAH,QB,1,SJST,1,1,100,14,14,0,0,118.75,2,4,2,0,0.96
244,50064793,Brayden Schager,HAWAII,QB,1,UCLA,3,6,50,23,3.8,0,0,59.72,0,0,0,0,0.92
245,50053869,Jason Brown,SC,QB,1,EILL,4,5,80,45,9,0,0,104.17,1,-10,-10,0,0.8
245,50048244,Graham Mertz,WISC,QB,1,PENNST,22,37,59.5,185,5,0,2,49.94,9,-26,-2.9,0,0.8
247,50063765,Colten Gauthier,SC,QB,1,EILL,1,1,100,19,19,0,0,118.75,0,0,0,0,0.76
248,50048196,Garrett Dzuro,UMASS,QB,1,PITT,0,0,0,0,0,0,0,0,1,7,7,0,0.7
248,50050796,Isaiah Bravo,UTEP,QB,1,NMXST,0,0,0,0,0,0,0,0,3,7,2.3,0,0.7
250,50053156,Zachary Larrier,AIRF,QB,1,LAFAY,0,0,0,0,0,0,0,0,1,6,6,0,0.6
250,50064915,Ethan Hampton,NILL,QB,1,GTECH,0,0,0,0,0,0,0,0,0,0,0,0,0.6
250,50048522,Nick Nash,SJST,QB,1,USC,0,0,0,0,0,0,0,0,2,6,3,0,0.6
250,50054099,Tucker Gleason,TOLEDO,QB,1,NORFST,1,1,100,15,15,0,0,118.75,0,0,0,0,0.6
254,50058631,Harry Kirk,COLG,QB,1,BOSCOL,1,3,33.3,7,2.3,0,0,42.36,1,3,3,0,0.58
255,50067548,Evan Olaes,COLST,QB,1,SDKST,3,6,50,22,3.7,0,1,19.44,6,16,2.7,0,0.48
255,50036023,Derek Green,SMU,QB,1,ABCHR,2,5,40,2,0.4,0,0,47.92,2,4,2,0,0.48
257,50054879,Will Plummer,ARZ,QB,1,BYU,2,3,66.7,9,3,0,0,70.14,1,1,1,0,0.46
257,50046646,Cornelious Brown IV,GAST,QB,1,ARMY,12,20,60,129,6.4,0,1,58.12,5,-27,-5.4,0,0.46
259,50045831,Paul Tyson,ALA,QB,1,MIA,1,1,100,10,10,0,0,108.33,0,0,0,0,0.4
259,50042657,Jabari Laws,ARMY,QB,1,GAST,0,0,0,0,0,0,0,0,2,4,2,0,0.4
261,50060210,Marco Siderman,HOLY,QB,1,UCONN,2,3,66.7,14,4.7,0,0,77.08,2,-2,-1,0,0.36
261,50031412,Max Smyth,MONM,QB,1,MTNST,2,3,66.7,9,3,0,0,70.14,0,0,0,0,0.36
263,50031815,Glendon McDaniel,SOUTH,QB,1,TROY,1,2,50,7,3.5,0,0,58.33,0,0,0,0,0.28
264,50058436,Chase Hart,WM,QB,1,VIR,1,1,100,6,6,0,0,91.67,0,0,0,0,0.24
265,50040706,Darren Grainger,GAST,QB,1,ARMY,0,0,0,0,0,0,0,0,1,2,2,0,0.2
265,50042545,Trae Hall,NMX,QB,1,HOUBAP,1,1,100,5,5,0,0,87.5,0,0,0,0,0.2
265,50041039,Ladarius Skelton,SOUTH,QB,1,TROY,7,11,63.6,85,7.7,0,2,47.73,9,8,0.9,0,0.2
265,50026573,Hendon Hooker,TENN,QB,1,BOWLGR,1,1,100,5,5,0,0,87.5,0,0,0,0,0.2
269,50054900,Tai Lavatai,NAVY,QB,1,MARSH,1,6,16.7,8,1.3,0,1,0,16,18,1.1,0,0.12
270,50037644,Steven Krajewski,UCONN,QB,1,FREST,2,6,33.3,11,1.8,0,0,42.36,2,-4,-2,0,0.04
271,50062772,Will Taylor,CLMSN,QB,1,GA,0,0,0,0,0,0,0,0,0,0,0,0,0
271,50065173,Austin Smith,EMICH,QB,1,STFPA,0,0,0,0,0,0,0,0,0,0,0,0,0
271,50065490,Ryan Kelley,EWASH,QB,1,UNLV,0,0,0,0,0,0,0,0,0,0,0,0,0
271,50063978,Jason Marshall Jr.,FL,QB,1,FLATL,0,0,0,0,0,0,0,0,0,0,0,0,0
271,50037268,Jack Tuttle,IND,QB,1,IOWA,0,2,0,0,0,0,0,39.58,0,0,0,0,0
271,50040790,Shane Davis,LAFAY,QB,1,AIRF,0,1,0,0,0,0,0,39.58,0,0,0,0,0
271,50054110,Ben Finley,NCST,QB,1,SFL,0,0,0,0,0,0,0,0,0,0,0,0,0
271,50063255,Jeremiah Dervil,NMXST,QB,1,UTEP,0,0,0,0,0,0,0,0,0,0,0,0,0
271,50054069,Justin Ibieta,TULANE,QB,1,OKL,0,1,0,0,0,0,0,39.58,0,0,0,0,0
271,50054122,Mitch Griffis,WAKE,QB,1,OLD,0,2,0,0,0,0,0,39.58,0,0,0,0,0
271,50063729,Camden Sirmon,WASH,QB,1,MONT,0,0,0,0,0,0,0,0,0,0,0,0,0
271,50065482,Creyton Cooper,WEBST,QB,1,UTAH,0,0,0,0,0,0,0,0,2,0,0,0,0
283,50044150,Aaron Allen,LOUTCH,QB,1,MSPST,1,1,100,-1,-1,0,0,79.17,0,0,0,0,-0.04
283,50048361,Jaden Johnson,MSRST,QB,1,OKST,1,1,100,-1,-1,0,0,79.17,0,0,0,0,-0.04
285,50068382,Kevin Melore,LIUB,QB,1,FLINT,1,1,100,-2,-2,0,0,79.17,0,0,0,0,-0.08
286,50004154,Brandon Peters,ILL,QB,1,NEBR,3,4,75,35,8.8,0,0,101.04,2,-15,-7.5,0,-0.1
286,50048267,Cole Snyder,RUTGER,QB,1,TEMPL,0,0,0,0,0,0,0,0,1,-1,-1,0,-0.1
286,50048814,Trent Tompkins,UCDV,QB,1,TULSA,0,1,0,0,0,0,0,39.58,2,-1,-0.5,0,-0.1
289,50054882,Ethan Garbers,UCLA,QB,1,HAWAII,2,2,100,18,9,0,0,104.17,2,-9,-4.5,0,-0.18
290,50046263,Alex Padilla,IOWA,QB,1,IND,0,1,0,0,0,0,0,39.58,1,-2,-2,0,-0.2
291,50046457,Mariano Valenti,TEMPL,QB,1,RUTGER,0,0,0,0,0,0,0,0,1,-3,-3,0,-0.3
292,50036506,Michael Penix Jr.,IND,QB,1,IOWA,14,31,45.2,156,5,0,3,21.1,2,-7,-3.5,0,-0.46
292,50048738,Justin Miller,SUTAH,QB,1,ARZST,19,30,63.3,146,4.9,0,3,35.56,1,-3,-3,0,-0.46
294,50048136,Javion Posey,FLATL,QB,1,FL,0,0,0,0,0,0,0,0,4,-5,-1.2,0,-0.5
295,50026493,Chris Katrenick,EILL,QB,1,SC,13,22,59.1,78,3.5,0,2,28.22,6,3,0.5,0,-0.58
296,50038087,Calvin Brownholtz,UTEP,QB,1,NMXST,0,4,0,0,0,0,1,0,5,14,2.8,0,-0.6
297,50063052,Jalen Milroe,ALA,QB,1,MIA,0,0,0,0,0,0,0,0,1,-7,-7,0,-0.7
298,50038067,Justin Rogers,UNLV,QB,1,EWASH,7,11,63.6,23,2.1,0,0,67.61,5,-17,-3.4,0,-0.78
299,50048552,Zach Calzada,TXAM,QB,1,KENTST,0,1,0,0,0,0,1,0,1,12,12,0,-0.8
300,50039124,Colby Suits,LAMON,QB,1,UK,0,0,0,0,0,0,0,0,1,-9,-9,0,-0.9
300,50039324,Tyler Skidmore,SUTAH,QB,1,ARZST,0,1,0,0,0,0,0,39.58,1,-9,-9,0,-0.9
302,50028367,D.J. Mack Jr.,OLD,QB,1,WAKE,7,21,33.3,39,1.9,0,2,2.78,8,13,1.6,0,-1.14
303,50031785,Kohen Granier,NICHLS,QB,1,MPHS,2,4,50,5,1.2,0,1,16.67,1,6,6,0,-1.2
304,50037364,Jack West,STAN,QB,1,KANST,8,12,66.7,76,6.3,0,2,44.44,3,-6,-2,0,-1.56
305,50038186,Joe Mischler,DUQ,QB,1,TCU,0,3,0,0,0,0,1,0,0,0,0,0,-2
305,50058118,Jack Albers,PUR,QB,1,OREGST,0,1,0,0,0,0,1,0,0,0,0,0,-2
307,50031814,John Lampley,SOUTH,QB,1,TROY,4,8,50,16,2,0,2,16.67,0,0,0,0,-3.36
