Rank,PlayerID,Name,Team,Position,Week,Opponent,Receptions,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPoints
572,50025168,Samuel Akem,MONT,WR,1,WASH,2,13,0,8,6.5,0,0,0,0,0,0,1.3
572,50036601,Wyatt Liewer,NEBR,WR,1,ILL,2,13,0,7,6.5,0,0,0,0,0,0,1.3
572,50027888,Jaylon Redd,ORE,WR,1,FREST,1,13,0,13,13,0,0,0,0,0,0,1.3
572,50049441,Canyon Bauer,SDKST,WR,1,COLST,1,13,0,13,13,0,0,0,0,0,0,1.3
572,50039332,Lance Lawson,SUTAH,WR,1,SJST,2,15,0,9,7.5,3,-2,-0.7,0,0,0,1.3
572,50013601,Reggie Todd,TROY,WR,1,SOUTH,2,13,0,7,6.5,0,0,0,0,0,0,1.3
572,50046504,Kyle Van Leeuwen,UTAHST,WR,1,WASHST,1,13,0,13,13,0,0,0,0,0,0,1.3
572,50055346,Ja'Lynn Polk,WASH,WR,1,MONT,1,13,0,13,13,0,0,0,0,0,0,1.3
587,50032310,Justice McCoy,COLST,WR,1,SDKST,1,8,0,8,8,0,0,0,0,0,0,1.28
588,50045195,Brandon Lewis,AIRF,WR,1,LAFAY,0,0,0,0,0,1,12,12,0,0,0,1.2
588,50054497,Traeshon Holden,ALA,WR,1,MIA,1,12,0,12,12,0,0,0,0,0,0,1.2
588,50033288,CT Thomas,BOISE,WR,1,UCF,1,12,0,12,12,0,0,0,0,0,0,1.2
588,50032311,E.J. Scott,COLST,WR,1,SDKST,2,12,0,9,6,0,0,0,0,0,0,1.2
588,50048488,Jordan Kress,COLST,WR,1,SDKST,1,12,0,12,12,0,0,0,0,0,0,1.2
588,50034836,Davie Henderson,DUQ,WR,1,TCU,1,12,0,12,12,0,0,0,0,0,0,1.2
588,50030723,Xander Richards,EILL,WR,1,SC,2,12,0,7,6,0,0,0,0,0,0,1.2
588,50065167,Latrell Fordham,EMICH,WR,1,STFPA,1,12,0,12,12,0,0,0,0,0,0,1.2
588,50048671,Jakobie James,EWASH,WR,1,UNLV,1,12,0,12,12,0,0,0,0,0,0,1.2
588,50054091,Darion Williamson,FLST,WR,1,ND,1,12,0,12,12,0,0,0,0,0,0,1.2
588,50054481,Ladd McConkey,GA,WR,1,CLMSN,2,12,0,8,6,0,0,0,0,0,0,1.2
588,50054486,Marcus Rosemy-Jacksaint,GA,WR,1,CLMSN,2,12,0,8,6,0,0,0,0,0,0,1.2
588,50044292,Vernon Harrell,HOUBAP,WR,1,NMX,3,12,0,5,4,0,0,0,0,0,0,1.2
588,50005453,Kwamie Lassiter II,KAN,WR,1,SDAK,2,12,0,6,6,0,0,0,0,0,0,1.2
588,50068386,Tosin Oyekanmi,LIUB,WR,1,FLINT,2,8,0,7,4,1,4,4,0,0,0,1.2
588,50044174,Tahj Magee,LOUTCH,WR,1,MSPST,1,12,0,12,12,0,0,0,0,0,0,1.2
588,50042870,Mookie Cooper,MISSR,WR,1,CMICH,4,12,0,10,3,3,0,0,0,0,0,1.2
588,50019120,Charles Brown,MONST,WR,1,WYOM,1,13,0,13,13,1,-1,-1,0,0,0,1.2
588,50029539,Coy Steel,MONST,WR,1,WYOM,1,12,0,12,12,0,0,0,0,0,0,1.2
588,50002710,C.J. Riley,NCST,WR,1,SFL,1,12,0,12,12,0,0,0,0,0,0,1.2
588,50031806,Dontaze Costly,NICHLS,WR,1,MPHS,1,12,0,12,12,0,0,0,0,0,0,1.2
588,50054287,Jaxon Smith-Njigba,OHIOST,WR,1,MINNST,2,12,0,11,6,0,0,0,0,0,0,1.2
588,50038416,Dakereon Joyner,SC,WR,1,EILL,1,3,0,3,3,3,9,3,0,0,0,1.2
588,50039352,Frank Harris III,SUTAH,WR,1,ARZST,2,12,0,6,6,0,0,0,0,0,0,1.2
588,50061715,Ethan Bolingbroke,SUTAH,WR,1,ARZST,1,12,0,12,12,0,0,0,0,0,0,1.2
588,50054960,Jabre Barber,TROY,WR,1,SOUTH,2,12,0,11,6,0,0,0,0,1,1,1.2
588,50046672,Kaylon Geiger Sr.,TXTECH,WR,1,HOU,3,11,0,5,3.7,1,1,1,0,0,0,1.2
588,50039936,Kyle Philips,UCLA,WR,1,HAWAII,2,12,0,7,6,0,0,0,0,0,0,1.2
616,50032086,Jon Thomas,BCOOK,WR,1,UTEP,2,11,0,6,5.5,0,0,0,0,0,0,1.1
616,50058896,Jhaylin Embry,BOWLGR,WR,1,TENN,1,7,0,7,7,3,4,1.3,0,0,0,1.1
616,50043917,Joe Douglas,CITA,WR,1,COAST,0,0,0,0,0,2,11,5.5,0,0,0,1.1
616,50046161,Darrell Harding Jr.,DUKE,WR,1,CHARLT,2,11,0,6,5.5,0,0,0,0,0,0,1.1
616,50036660,Justin Shorter,FL,WR,1,FLATL,4,11,0,5,2.8,0,0,0,0,0,0,1.1
616,50048891,Garrett Cody,FORDM,WR,1,NEBR,1,11,0,11,11,0,0,0,0,0,0,1.1
616,50054475,Jermaine Burton,GA,WR,1,CLMSN,2,11,0,8,5.5,0,0,0,0,0,0,1.1
616,50055353,Jamichael Thompson,MTNST,WR,1,MONM,1,13,0,13,13,1,-2,-2,0,0,0,1.1
616,50054760,Alante Brown,NEBR,WR,1,FORDM,1,11,0,11,11,0,0,0,0,0,0,1.1
616,50032674,Cole Tucker,NILL,WR,1,GTECH,1,11,0,11,11,0,0,0,0,0,0,1.1
616,50022867,Isaiah Weston,NIOWA,WR,1,IOWAST,1,11,0,11,11,0,0,0,0,0,0,1.1
616,50046626,CJay Boone,NMX,WR,1,HOUBAP,1,11,0,11,11,0,0,0,0,0,0,1.1
616,50048344,Javon Harvey,OLD,WR,1,WAKE,1,11,0,11,11,0,0,0,0,0,0,1.1
616,50043275,Jesse Matthews,SDST,WR,1,NMXST,1,5,0,5,5,1,6,6,0,0,0,1.1
616,50039352,Frank Harris III,SUTAH,WR,1,SJST,2,11,0,6,5.5,0,0,0,0,0,0,1.1
616,50061204,David Atencio,SUTAH,WR,1,SJST,1,11,0,11,11,0,0,0,0,0,0,1.1
616,50008664,Danzel McKinley-Lewis,TOLEDO,WR,1,NORFST,2,11,0,11,5.5,0,0,0,0,0,0,1.1
616,50035137,Isaiah Winstead,TOLEDO,WR,1,NORFST,1,11,0,11,11,0,0,0,0,0,0,1.1
616,50051349,Steve Jenkins,UNLV,WR,1,EWASH,2,6,0,5,3,2,5,2.5,0,0,0,1.1
635,50063050,Agiye Hall,ALA,WR,1,MIA,1,10,0,10,10,0,0,0,0,0,0,1
635,50011739,Audie Omotosho,ECAR,WR,1,APPLST,1,10,0,10,10,0,0,0,0,0,0,1
635,50040347,DeWayne Cooks Jr.,EILL,WR,1,SC,1,9,0,9,9,1,1,1,0,0,0,1
635,50029463,Johnny Edwards IV,EWASH,WR,1,UNLV,1,10,0,10,10,0,0,0,0,0,0,1
635,50046401,Nate Jefferson,FLINT,WR,1,LIUB,1,10,0,10,10,0,0,0,0,0,0,1
635,50046404,Kris Mitchell,FLINT,WR,1,LIUB,1,10,0,10,10,0,0,0,0,0,0,1
635,50035597,Terrance Dixon,GAST,WR,1,ARMY,1,10,0,10,10,0,0,0,0,0,0,1
635,50056172,Ismael Fuller,HOUBAP,WR,1,NMX,2,10,0,6,5,0,0,0,0,0,0,1
635,50063306,Julian Gray,NCST,WR,1,SFL,1,10,0,10,10,0,0,0,0,0,0,1
635,50027118,LC Greenwood,NWST,WR,1,NTX,3,10,0,7,3.3,0,0,0,0,0,0,1
635,50061772,Jaheim Walters,NWST,WR,1,NTX,2,10,0,6,5,0,0,0,0,0,0,1
635,50064824,Rafael McCoy,OLD,WR,1,WAKE,1,10,0,10,10,0,0,0,0,0,0,1
635,50011418,Melquise Stovall,PITT,WR,1,UMASS,1,10,0,10,10,0,0,0,0,1,0,1
635,50045647,Elijah Higgins,STAN,WR,1,KANST,2,10,0,6,5,0,0,0,0,0,0,1
635,50061204,David Atencio,SUTAH,WR,1,ARZST,1,10,0,10,10,0,0,0,0,0,0,1
635,50037672,Heron Maurisseau,UCONN,WR,1,FREST,2,10,0,5,5,0,0,0,0,0,0,1
635,50045656,Tae Tae Crumes,UK,WR,1,LAMON,1,10,0,10,10,0,0,0,0,0,0,1
635,50068442,Michael Fitzgerald,UMASS,WR,1,PITT,1,10,0,10,10,0,0,0,0,1,1,1
635,50015500,Brandon Bowling,UTAHST,WR,1,WASHST,1,10,0,10,10,0,0,0,0,0,0,1
635,50026392,Tre'Von Bradley,UTSA,WR,1,ILL,2,10,0,8,5,0,0,0,0,0,0,1
635,50063762,De'Zhaun Stribling,WASHST,WR,1,UTAHST,2,10,0,5,5,0,0,0,0,0,0,1
656,50056123,Elijah Canion,AUBRN,WR,1,AKRON,1,9,0,9,9,0,0,0,0,0,0,0.9
656,50048416,Javien Cuff,BUF,WR,1,WAG,1,9,0,9,9,0,0,0,0,0,0,0.9
656,50046661,Emil Smith,GAS,WR,1,GARDWB,1,9,0,9,9,0,0,0,0,0,0,0.9
656,50026614,Adonicas Sanders,GTECH,WR,1,NILL,2,9,0,5,4.5,0,0,0,0,0,0,0.9
656,50048158,Jared Smart,HAWAII,WR,1,UCLA,1,9,0,9,9,0,0,0,0,0,0,0.9
656,50037996,KeSean Carter,HOU,WR,1,TXTECH,1,9,0,9,9,0,0,0,0,0,0,0.9
656,50056170,Nathan Culbreath,HOUBAP,WR,1,NMX,1,9,0,9,9,0,0,0,0,0,0,0.9
656,50027155,Camron Buckley,IND,WR,1,IOWA,1,9,0,9,9,0,0,0,0,0,0,0.9
656,50036832,Joe Scates,IOWAST,WR,1,NIOWA,2,9,0,17,4.5,0,0,0,0,1,0,0.9
656,50063461,Jaylin Noel,IOWAST,WR,1,NIOWA,3,9,0,4,3,0,0,0,0,1,0,0.9
656,50051861,Will Derrick,LAMON,WR,1,UK,1,9,0,9,9,0,0,0,0,0,0,0.9
656,50054924,Dontae Fleming,LOULAF,WR,1,TX,2,9,0,5,4.5,0,0,0,0,0,0,0.9
656,50041721,Darryl Jones,MARY,WR,1,WVIR,2,9,0,6,4.5,0,0,0,0,0,0,0.9
656,50039233,Sam Flowers,NCOL,WR,1,COL,1,9,0,9,9,0,0,0,0,0,0,0.9
656,50049000,Logan Wolf,NIOWA,WR,1,IOWAST,1,9,0,9,9,0,0,0,0,0,0,0.9
656,50059027,Elijah Queen,NMX,WR,1,HOUBAP,1,9,0,9,9,0,0,0,0,0,0,0.9
656,50064634,Jacob Gill,NW,WR,1,MST,1,9,0,9,9,0,0,0,0,0,0,0.9
656,50049372,Brandon Sanders,RUTGER,WR,1,TEMPL,1,9,0,9,9,0,0,0,0,0,0,0.9
656,50063488,Quincy Brown,TCU,WR,1,DUQ,1,9,0,9,9,0,0,0,0,0,0,0.9
656,50032537,Jadan Blue,TEMPL,WR,1,RUTGER,1,9,0,9,9,0,0,0,0,0,0,0.9
656,50056375,A.J. Davis IV,UAB,WR,1,JAXST,1,9,0,9,9,0,0,0,0,0,0,0.9
656,50046081,Amari Johnson,UCF,WR,1,BOISE,2,9,0,5,4.5,0,0,0,0,0,0,0.9
656,50060510,Matt Sykes,UCLA,WR,1,HAWAII,1,9,0,9,9,0,0,0,0,0,0,0.9
679,50057495,Darius Lewis,ABCHR,WR,1,SMU,2,8,0,9,4,0,0,0,0,1,1,0.8
679,50048513,Amari Terry,AIRF,WR,1,LAFAY,0,0,0,0,0,2,8,4,0,0,0,0.8
679,50036393,Jehlani Galloway,BOSCOL,WR,1,COLG,2,8,0,9,4,0,0,0,0,0,0,0.8
679,50032583,Michael Young Jr.,CIN,WR,1,MIAOH,1,8,0,8,8,0,0,0,0,0,0,0.8
679,50043912,Nkem Njoku,CITA,WR,1,COAST,0,0,0,0,0,2,8,4,0,0,0,0.8
679,50049391,Rory Boos,COLG,WR,1,BOSCOL,0,0,0,0,0,1,8,8,0,0,0,0.8
679,50022490,Azende Rey,GTECH,WR,1,NILL,1,8,0,8,8,0,0,0,0,0,0,0.8
679,50036314,Peje' Harris,GTECH,WR,1,NILL,2,8,0,4,4,0,0,0,0,0,0,0.8
679,50046345,Torry Locklin,KAN,WR,1,SDAK,0,0,0,0,0,5,8,1.6,0,0,0,0.8
679,50055325,Steven McBride,KAN,WR,1,SDAK,2,8,0,10,4,0,0,0,0,0,0,0.8
679,50055413,Devon Dorsey,MIAOH,WR,1,CIN,1,8,0,8,8,0,0,0,0,0,0,0.8
679,50024048,Levi Falck,NEBR,WR,1,FORDM,1,8,0,8,8,0,0,0,0,0,0,0.8
679,50046472,Justin Lockhart,NEVADA,WR,1,CAH,1,8,0,8,8,0,0,0,0,0,0,0.8
679,50028121,James Bostic,OHIO,WR,1,SYRA,2,8,0,6,4,0,0,0,0,0,0,0.8
679,50048542,Anthony Gould,OREGST,WR,1,PUR,1,8,0,8,8,0,0,0,0,0,0,0.8
679,50057017,Myles Price,TXTECH,WR,1,HOU,0,0,0,0,0,2,8,4,0,0,0,0.8
679,50045982,Kevens Clercius,UCONN,WR,1,FREST,1,8,0,8,8,0,0,0,0,0,0,0.8
679,50001486,Cole Blackman,WM,WR,1,VIR,1,8,0,8,8,0,0,0,0,0,0,0.8
697,50061564,Tony Grimes Jr.,AKRON,WR,1,AUBRN,1,7,0,7,7,0,0,0,0,0,0,0.7
697,50056669,Christian Horn,APPLST,WR,1,ECAR,2,7,0,10,3.5,0,0,0,0,0,0,0.7
697,50056955,Jacob Kraft,BOSCOL,WR,1,COLG,1,7,0,7,7,0,0,0,0,0,0,0.7
697,50042063,Monroe Young,CAH,WR,1,NEVADA,1,7,0,7,7,0,0,0,0,0,0,0.7
697,50037324,Dimitri Stanley,COL,WR,1,NCOL,1,7,0,7,7,0,0,0,0,0,0,0.7
697,50049393,Ryan Cekay,COLG,WR,1,BOSCOL,1,7,0,7,7,0,0,0,0,0,0,0.7
697,50037358,E'Shawn Stewart,EMICH,WR,1,STFPA,1,7,0,7,7,0,0,0,0,0,0,0.7
697,50002038,TJ Chase,FLATL,WR,1,FL,1,7,0,7,7,0,0,0,0,0,0,0.7
697,50054858,Jordan Brown,FREST,WR,1,UCONN,1,7,0,7,7,0,0,0,0,0,0,0.7
697,50048577,Isaiah Montgomery,JAXST,WR,1,UAB,1,7,0,7,7,0,0,0,0,0,0,0.7
697,50055356,Tre Harris,LOUTCH,WR,1,MSPST,2,7,0,7,3.5,0,0,0,0,0,0,0.7
697,50003945,Jonah Morris,NCOL,WR,1,COL,1,7,0,7,7,0,0,0,0,0,0,0.7
697,50046475,Melquan Stovall,NEVADA,WR,1,CAH,1,7,0,7,7,0,0,0,0,0,0,0.7
697,50008510,Jared Wyatt,NMXST,WR,1,UTEP,1,7,0,7,7,0,0,0,0,0,0,0.7
697,50036449,Da'kendall James,NORFST,WR,1,TOLEDO,1,7,0,7,7,0,0,0,0,0,0,0.7
697,50024053,Caleb Vander Esch,SDAK,WR,1,KAN,1,7,0,7,7,0,0,0,0,0,0,0.7
697,50053890,Dawson Snyder,STFPA,WR,1,EMICH,1,7,0,7,7,0,0,0,0,0,0,0.7
697,50026568,Sharod Johnson,SYRA,WR,1,OHIO,1,7,0,7,7,0,0,0,0,0,0,0.7
697,50066479,DeVonte Tanksley,TMRT,WR,1,WKENT,4,7,0,4,1.8,0,0,0,0,0,0,0.7
697,50027661,Chandler Speights,TXST,WR,1,BAYL,3,7,0,11,2.3,0,0,0,0,1,0,0.7
697,50037672,Heron Maurisseau,UCONN,WR,1,HOLY,2,7,0,5,3.5,0,0,0,0,0,0,0.7
697,50057762,Izayah Cummings,UK,WR,1,LAMON,1,7,0,7,7,0,0,0,0,0,0,0.7
697,50049035,Jeremiah Lorick,WAG,WR,1,BUF,1,7,0,7,7,0,0,0,0,0,0,0.7
697,50011765,Donald Stewart,WAKE,WR,1,OLD,1,7,0,7,7,0,0,0,0,0,0,0.7
697,50046489,Alex Brown,WYOM,WR,1,MONST,1,7,0,7,7,0,0,0,0,0,0,0.7
722,50048508,DeAndre Hughes,AIRF,WR,1,LAFAY,0,0,0,0,0,3,6,2,0,0,0,0.6
722,50048893,MJ Wright,FORDM,WR,1,NEBR,1,6,0,6,6,0,0,0,0,0,0,0.6
722,50054488,Arian Smith,GA,WR,1,CLMSN,1,6,0,6,6,0,0,0,0,0,0,0.6
722,50046372,Darren Wilson,IOWAST,WR,1,NIOWA,1,6,0,6,6,0,0,0,0,0,0,0.6
722,50068360,Steven Chambers,LIUB,WR,1,FLINT,1,6,0,6,6,0,0,0,0,0,0,0.6
722,50031431,Zach Tredway,MONM,WR,1,MTNST,4,6,0,5,1.5,0,0,0,0,0,0,0.6
722,50062110,Dymere Miller,MONM,WR,1,MTNST,1,6,0,6,6,0,0,0,0,0,0,0.6
722,50048532,Cameron Gardner,MONST,WR,1,WYOM,0,0,0,0,0,2,6,3,0,0,0,0.6
722,50030093,George McCorley,PORTST,WR,1,HAWAII,1,6,0,6,6,0,0,0,0,0,0,0.6
722,50054689,Omarion Dollison,SFL,WR,1,NCST,1,10,0,10,10,1,-4,-4,0,0,0,0.6
722,50046375,Trey Cleveland,TXTECH,WR,1,HOU,1,6,0,6,6,0,0,0,0,0,0,0.6
722,50068447,Carter Scudo,UMASS,WR,1,PITT,0,0,0,0,0,2,6,3,0,0,0,0.6
722,50017680,Walter Dawn Jr.,UTEP,WR,1,NMXST,1,6,0,6,6,0,0,0,0,0,0,0.6
722,50061276,Michael Jones,WAG,WR,1,BUF,0,0,0,0,0,5,6,1.2,0,0,0,0.6
736,50060390,Jacob Delso,EMICH,WR,1,STFPA,1,5,0,5,5,0,0,0,0,0,0,0.5
736,50038347,Cornelius McCoy,GAST,WR,1,ARMY,1,5,0,5,5,0,0,0,0,0,0,0.5
736,50046562,Jaylen Erwin,HOU,WR,1,TXTECH,1,5,0,5,5,0,0,0,0,0,0,0.5
736,50039147,Jahquan Bloomfield,LAMON,WR,1,UK,1,5,0,5,5,0,0,0,0,0,0,0.5
736,50068396,Davon Wells,LIUB,WR,1,FLINT,0,0,0,0,0,3,5,1.7,0,0,0,0.5
736,50006273,Dylan Thomas,NCOL,WR,1,COL,3,2,0,1,0.7,1,3,3,0,0,0,0.5
736,50054968,Gunnar Henderson,TCU,WR,1,DUQ,1,5,0,5,5,0,0,0,0,0,0,0.5
736,50034467,Grant Frerking,TENN,WR,1,BOWLGR,1,5,0,5,5,0,0,0,0,0,0,0.5
736,50025969,Cameron Hairston,UCONN,WR,1,FREST,2,5,0,6,2.5,0,0,0,0,0,0,0.5
736,50045986,Jahkai Gill,UCONN,WR,1,FREST,1,5,0,5,5,0,0,0,0,0,0,0.5
746,50030455,Keith Pearson Jr.,CHARLT,WR,1,DUKE,0,0,0,0,0,1,4,4,0,0,0,0.4
746,50046032,Tre Tucker,CIN,WR,1,MIAOH,2,4,0,6,2,0,0,0,0,0,0,0.4
746,50045542,Frank Ladson Jr.,CLMSN,WR,1,GA,1,4,0,4,4,0,0,0,0,0,0,0.4
746,50039992,Garrett Oakey,COLG,WR,1,BOSCOL,0,0,0,0,0,1,4,4,0,0,0,0.4
746,50064840,Artez Hooker,FLINT,WR,1,LIUB,1,4,0,4,4,0,0,0,0,0,0,0.4
746,50062106,Alex Bryant,MONM,WR,1,MTNST,1,4,0,4,4,0,0,0,0,0,0,0.4
746,50064814,Elijah Metcalf,MTNST,WR,1,MONM,1,4,0,4,4,0,0,0,0,0,0,0.4
746,50046614,Mark Walker,NAVY,WR,1,MARSH,1,4,0,4,4,0,0,0,0,0,0,0.4
746,50018790,Arron McKenney,NICHLS,WR,1,MPHS,1,4,0,4,4,0,0,0,0,0,0,0.4
746,50038590,Javen Banks,TXST,WR,1,BAYL,1,4,0,4,4,0,0,0,0,0,0,0.4
746,50033172,Dalton Rigdon,TXTECH,WR,1,HOU,1,4,0,4,4,0,0,0,0,0,0,0.4
746,50037716,Rahsaan Lewis,UK,WR,1,LAMON,1,4,0,4,4,0,0,0,0,0,0,0.4
746,50045664,DeMarcus Harris,UK,WR,1,LAMON,1,4,0,4,4,0,0,0,0,0,0,0.4
759,50027301,Malik Williams,APPLST,WR,1,ECAR,2,3,0,3,1.5,0,0,0,0,0,0,0.3
759,50013460,Tobias Enlow,CARK,WR,1,ARKST,1,3,0,3,3,0,0,0,0,0,0,0.3
759,50017618,Wykeen Gill,DUQ,WR,1,TCU,0,0,0,0,0,3,3,1,0,0,0,0.3
759,50032217,Randall St. Felix,FLINT,WR,1,LIUB,1,3,0,3,3,0,0,0,0,0,0,0.3
759,50060727,Devontez Walker,KENTST,WR,1,TXAM,1,3,0,3,3,0,0,0,0,0,0,0.3
759,50054693,Michael Redding III,MIA,WR,1,ALA,1,3,0,3,3,0,0,0,0,0,0,0.3
759,50062059,Zain Zinicola,NCOL,WR,1,COL,1,7,0,7,7,1,-4,-4,0,0,0,0.3
759,50026364,Thayer Thomas,NCST,WR,1,SFL,1,3,0,3,3,0,0,0,0,0,0,0.3
759,50062605,Dylan Goffney,SMU,WR,1,ABCHR,1,3,0,3,3,0,0,0,0,0,0,0.3
759,50046635,Chandler Whitfield,SOUTH,WR,1,TROY,0,0,0,0,0,1,3,3,0,0,0,0.3
759,50031273,Rashid Shaheed,WEBST,WR,1,UTAH,1,8,0,8,8,1,-5,-5,0,0,0,0.3
770,50032478,Charlie Jones,IOWA,WR,1,IND,1,2,0,2,2,0,0,0,0,0,0,0.2
770,50064825,Isiah Paige,OLD,WR,1,WAKE,1,2,0,2,2,0,0,0,0,0,0,0.2
770,50043702,Wesley Eliodor,SDAK,WR,1,KAN,1,2,0,2,2,0,0,0,0,0,0,0.2
770,50028182,Jaylen Dixon,UTAH,WR,1,WEBST,1,1,0,1,1,1,1,1,0,0,0,0.2
774,50068213,Reagan Ealy,ARKST,WR,1,CARK,1,1,0,1,1,0,0,0,0,0,0,0.1
774,50057662,Tyler Roberts,COAST,WR,1,CITA,1,1,0,1,1,0,0,0,0,0,0,0.1
774,50026511,Damond Philyaw-Johnson,JAXST,WR,1,UAB,1,1,0,1,1,0,0,0,0,0,0,0.1
774,50049411,Jordan Hull,LAFAY,WR,1,AIRF,1,1,0,1,1,0,0,0,0,1,0,0.1
774,50048199,Dariyan Wiley,LAMON,WR,1,UK,1,1,0,1,1,0,0,0,0,0,0,0.1
774,50056438,Antoine Robinson,SOUMIS,WR,1,SALA,1,1,0,1,1,0,0,0,0,0,0,0.1
780,50036019,Jordan Brooks-Wess,ABCHR,WR,1,SMU,0,0,0,0,0,0,0,0,0,0,0,0
780,50046426,Shawn Naim,AKRON,WR,1,AUBRN,0,0,0,0,0,0,0,0,0,0,0,0
780,50067898,Jacoby Boykins,ALA,WR,1,MIA,0,0,0,0,0,0,0,0,0,0,0,0
780,50059188,Malcolm Johnson Jr.,AUBRN,WR,1,AKRON,0,0,0,0,0,0,0,0,0,0,0,0
780,50067302,Monaray Baldwin,BAYL,WR,1,TXST,0,0,0,0,0,1,0,0,0,0,0,0
780,50048941,Daveno Ellington,BCOOK,WR,1,UTEP,0,0,0,0,0,0,0,0,0,0,0,0
780,50030070,Davis Koetter,BOISE,WR,1,UCF,0,0,0,0,0,0,0,0,0,0,0,0
780,50029983,Ryan McCarthy,CITA,WR,1,COAST,0,0,0,0,0,0,0,0,0,0,0,0
780,50029984,Keyonte Sessions,CITA,WR,1,COAST,0,0,0,0,0,2,0,0,0,0,0,0
780,50049220,Cooper Wallace,CITA,WR,1,COAST,0,0,0,0,0,1,0,0,0,0,0,0
780,50054704,E.J. Williams,CLMSN,WR,1,GA,1,0,0,0,0,0,0,0,0,0,0,0
780,50046242,Aaron Bedgood,COAST,WR,1,CITA,0,0,0,0,0,0,0,0,0,0,0,0
780,50055496,Brenden Rice,COL,WR,1,NCOL,0,0,0,0,0,0,0,0,0,0,0,0
780,50058635,Jake Spencer,COLG,WR,1,BOSCOL,0,0,0,0,0,0,0,0,0,0,0,0
780,50037137,Thomas Pannunzio,COLST,WR,1,SDKST,0,0,0,0,0,0,0,0,0,0,0,0
780,50067550,Gerick Robinson,COLST,WR,1,SDKST,0,0,0,0,0,0,0,0,0,0,0,0
780,50055213,Jontavis Robertson,DUKE,WR,1,CHARLT,1,0,0,0,0,0,0,0,0,0,0,0
780,50059333,Joey Isabella,DUQ,WR,1,TCU,0,0,0,0,0,0,0,0,0,1,1,0
780,50066465,Henry Woods Jr.,EILL,WR,1,SC,0,0,0,0,0,0,0,0,0,0,0,0
780,50058759,Xzavier Henderson,FL,WR,1,FLATL,0,0,0,0,0,0,0,0,0,0,0,0
780,50054859,Mac Dalena,FREST,WR,1,UCONN,0,0,0,0,0,0,0,0,0,0,0,0
780,50038307,Kearis Jackson,GA,WR,1,CLMSN,0,0,0,0,0,0,0,0,0,0,0,0
780,50054485,Justin Robinson,GA,WR,1,CLMSN,0,0,0,0,0,0,0,0,0,0,0,0
780,50060907,Darius Hough,GARDWB,WR,1,GAS,0,0,0,0,0,0,0,0,0,0,0,0
780,50037535,NaJee Thompson,GAS,WR,1,GARDWB,0,0,0,0,0,0,0,0,0,0,0,0
780,50054941,Robert Lewis,GAST,WR,1,ARMY,0,0,0,0,0,0,0,0,0,0,0,0
780,50049402,Jared Kreimer,HOLY,WR,1,UCONN,0,0,0,0,0,0,0,0,0,0,0,0
780,50066906,Justin Shorter,HOLY,WR,1,UCONN,0,0,0,0,0,0,0,0,0,0,0,0
780,50046370,Darien Porter,IOWAST,WR,1,NIOWA,0,0,0,0,0,0,0,0,0,0,0,0
780,50030677,Quan Charleston,JAXST,WR,1,UAB,0,0,0,0,0,0,0,0,0,0,0,0
780,50049469,Jeremiah Webb,KAN,WR,1,SDAK,0,0,0,0,0,0,0,0,0,0,0,0
780,50055320,Luke Grimm,KAN,WR,1,SDAK,0,0,0,0,0,0,0,0,0,0,0,0
780,50046435,Ja'Shaun Poke,KENTST,WR,1,TXAM,0,0,0,0,0,0,0,0,0,0,0,0
780,50056641,Jordan Carroll,LAMON,WR,1,UK,0,0,0,0,0,0,0,0,0,0,0,0
780,50048211,Treon Sibley,LIBRTY,WR,1,CAMP,0,0,0,0,0,0,0,0,0,0,0,0
780,50068673,Rudy Silvera,LIUB,WR,1,FLINT,0,0,0,0,0,0,0,0,0,0,0,0
780,50006778,Willie Johnson,MARSH,WR,1,NAVY,0,0,0,0,0,0,0,0,0,0,0,0
780,50048667,Ryan Simpson,MONT,WR,1,WASH,0,0,0,0,0,0,0,0,0,0,0,0
780,50036608,Brody Belt,NEBR,WR,1,FORDM,0,0,0,0,0,0,0,0,0,1,0,0
780,50054758,Zavier Betts,NEBR,WR,1,ILL,0,0,0,0,0,0,0,0,0,0,0,0
780,50054409,Jamaal Bell,NEVADA,WR,1,CAH,0,0,0,0,0,0,0,0,0,0,0,0
780,50041537,David Robinson Jr.,NICHLS,WR,1,MPHS,0,0,0,0,0,0,0,0,0,0,0,0
780,50055427,Billy Dozier,NILL,WR,1,GTECH,0,0,0,0,0,0,0,0,0,0,0,0
780,50064912,Tyler Brueckner,NILL,WR,1,GTECH,0,0,0,0,0,0,0,0,0,0,0,0
780,50042559,Andrew Erickson,NMX,WR,1,HOUBAP,2,-1,0,4,-0.5,1,1,1,0,1,1,0
780,50059028,Jace Taylor,NMX,WR,1,HOUBAP,0,0,0,0,0,0,0,0,0,0,0,0
780,50068494,Benji Johnson,NMX,WR,1,HOUBAP,0,0,0,0,0,0,0,0,0,0,0,0
780,50027711,Tevis Abraham Jr.,NMXST,WR,1,SDST,0,0,0,0,0,0,0,0,0,0,0,0
780,50046685,Robert Downs III,NMXST,WR,1,UTEP,0,0,0,0,0,0,0,0,0,0,0,0
780,50052962,Chris Butler,NORFST,WR,1,TOLEDO,0,0,0,0,0,0,0,0,0,0,0,0
